5.099790933147647642e-01,7.833716091516212954e-01,-1.854367057755740844e-01
-2.550071236236253203e-01,8.686667860185922629e-01,1.027322232132431568e-01
-9.393978609342085173e-02,7.383104276477984174e-01,6.473862905077672203e-02
4.189933824618773395e-01,8.403578191297679245e-01,-2.284398515134530849e-01
-1.713980244134966635e-01,8.217886667975042858e-01,1.044981351397160918e-01
-4.449113584397513810e-01,7.814886783739571907e-01,3.195927828310611285e-01
3.888590146159788818e-01,8.348207175248366640e-01,-1.159424531696032767e-01
3.725770944011814190e-01,8.111151088447686730e-01,-1.598110907492667210e-01
4.807091588326942722e-01,8.060236754064038500e-01,-2.410518963580006446e-01
-2.049841244639482862e-01,7.527882359470059459e-01,2.015651733730985384e-01
3.724333355787656785e-01,7.714545216833150754e-01,-1.416095737968937895e-01
-6.697969362134964522e-01,7.056045568014016611e-01,6.006401118474664624e-01
1.425080132880813144e+00,6.605210309231086541e-01,-3.437894064077325340e-01
8.791411997414890767e-01,7.089124059013913737e-01,-2.135979509371868090e-01
1.636599341709815025e+00,6.770302293803637239e-01,-3.255659089938773287e-01
1.710042533098116158e-02,7.679093913412418093e-01,4.199082049886999901e-02
2.321940393339084530e+00,6.295088646711310965e-01,-4.131136332196438388e-01
1.663575785642408489e+00,6.291308954558946231e-01,-3.205830113629358769e-01
8.349670753613203100e-01,7.947709384037439095e-01,-3.061426057904386155e-01
5.093983940635415930e-02,7.624777657748557091e-01,-6.781381713326706251e-03
7.611014137023242032e-01,8.103554929907740290e-01,-2.956969134505725294e-01
-3.520808301801222062e-01,7.795143313044544664e-01,2.816220207870646641e-01
1.363556684470833336e+00,7.336580530085733409e-01,-4.370890600389428782e-01
1.304723307629331863e+00,7.184212706875375831e-01,-3.430448991441268358e-01
-4.249069887122379763e-01,7.389393850869213631e-01,3.488688504838464155e-01
-1.754679087454100728e-01,7.897056332955242341e-01,6.284143225056221249e-02
1.132875499742569847e+00,6.990451772484039816e-01,-2.314796896407146365e-01
7.565557500198645258e-01,7.932146185479841405e-01,-2.940835848421635701e-01
4.201971608482089060e-01,8.183435681395427874e-01,-2.223482065992603285e-01
-3.551702268128111850e-01,7.976607606547463369e-01,1.767803098344808144e-01
1.173851934202964298e+00,7.295390015072563683e-01,-3.451388908254330312e-01
1.776608652504342301e-01,8.511877005328765122e-01,-8.324337692413996681e-02
7.978022537120079694e-01,7.071774901908352007e-01,-1.952155820864614200e-01
-2.796317521770678161e-01,8.670912199066117543e-01,1.440055970379578720e-01
2.080095421996176475e-01,8.290503074180715082e-01,-8.945167712074181265e-02
1.450747038874805606e-01,8.540840380481153904e-01,-1.770998014987590352e-01
2.850784257732912330e-01,8.422743508777613686e-01,-1.877006675311233552e-01
-5.768263022262650752e-01,7.575783208169661886e-01,4.587782160794113828e-01
6.808207351781754291e-01,7.505950662846383459e-01,-2.131914882527837229e-01
1.929897754966450329e-01,8.327262147086861299e-01,-1.445140735314044411e-01
1.255469878728396882e+00,6.906680471204819094e-01,-3.148792149813027241e-01
-2.464525578472506195e-01,7.788445820656032526e-01,1.581974623036645489e-01
-1.414952406690878350e-01,7.969440041459162627e-01,7.009233897259817270e-02
-5.877802140899327510e-01,6.697805595906564102e-01,6.448231418577755614e-01
7.346416213566570041e-01,7.739633283230488159e-01,-2.710975363626309531e-01
8.628716444821359355e-01,7.494183149703310676e-01,-3.067469509357655943e-01
2.432341275053795826e+00,6.136452324591847862e-01,-3.995314191187764874e-01
1.630354365011796314e-01,7.505790781816197299e-01,-2.033893589223095821e-02
9.946306863206770821e-01,7.536218012770059538e-01,-2.538947645922033369e-01
1.675218878403831102e+00,6.401653228865562539e-01,-3.478758614959180928e-01
1.108092780309720027e+00,7.929905191415620447e-01,-3.824731502763457636e-01
8.125230787924123677e-01,6.992242320324579818e-01,-1.350341068007890055e-01
7.748441141445188141e-01,8.188233666151480961e-01,-2.926297935164344777e-01
-4.457492156069630118e-01,7.814019737423304468e-01,3.500710527507367997e-01
1.182146069990609893e+00,7.427285947732329419e-01,-3.792872631380268533e-01
1.178957388180385868e+00,6.994169156431261358e-01,-3.222304664441633104e-01
-3.536636663480854370e-01,7.694929047305032466e-01,2.323761049700803771e-01
5.466771114734592096e-02,8.262912340032503300e-01,-4.260484274854295372e-02
1.362016762983448315e+00,7.490999393913735371e-01,-3.904090359383818876e-01
4.945387663036405757e-01,8.510369320674087135e-01,-3.259668323316131100e-01
8.002717967388273124e-02,8.153111740926762829e-01,-1.004342334632384315e-01
-1.589776053428990921e-01,8.037378252794612488e-01,4.028617378647961905e-02
5.609663587331991108e-01,8.056364148211853093e-01,-2.148728081306095494e-01
-6.785870249359511330e-01,8.154508683931110946e-01,4.046322875219180992e-01
5.882252140238671823e-01,7.732582663551612612e-01,-1.734585442832021207e-01
-4.299562514442433203e-01,7.751067340979740372e-01,3.252594204587613835e-01
8.510431380344739560e-01,7.837841127521077977e-01,-2.766606919118961283e-01
9.530253608113858910e-02,8.650871245210236538e-01,-8.315590851708976050e-02
-1.778413040012983004e-01,8.416160075449476974e-01,1.667377514022849727e-03
-4.902654375157669553e-01,7.651052708011401027e-01,3.831018785385897907e-01
-2.675880554952058676e-01,7.995867880427971475e-01,1.645945307720860229e-01
2.703480778678516439e-01,8.424202415068104965e-01,-1.790416189281485437e-01
1.427802084253015691e+00,6.910755857067647501e-01,-3.552167449169816305e-01
-2.123348377608720861e-01,7.317471593352203874e-01,1.652411772314869298e-01
-3.679087110162646002e-01,8.345225060519596560e-01,4.255957339726185173e-02
-4.853479260749463675e-01,6.858170839492905291e-01,5.272026645766223485e-01
4.113074581811522190e-01,7.899805044027297107e-01,-1.296931765919810409e-01
1.060196160424570211e-01,8.615641243096888724e-01,-1.241408618914957296e-01
2.161996678065854827e+00,6.434075698167903701e-01,-4.148883568693018109e-01
