8.543955043535078619e-01,9.926036316341424470e-04
8.287363410526538132e-01,2.081088351934162750e-02
7.934783708755595022e-01,-6.518477855214012406e-02
9.050518406339933541e-01,-1.422006041611841298e-01
8.311819030287032062e-01,-4.311524972568129416e-02
7.598715274278389220e-01,3.574653943819752766e-02
8.237594474791032351e-01,-4.656350412694010288e-02
7.868363202025918657e-01,4.669521062026946862e-02
8.204919957647692774e-01,-5.980746454096664416e-02
7.597543176250171060e-01,5.282899774008403826e-02
9.378195483304195834e-01,-1.978689396235163434e-01
8.094712011116123040e-01,-6.394734173664252952e-02
7.819049115271028416e-01,3.024521738792847192e-02
8.003201867909615075e-01,6.031779961242232646e-03
7.101555114771842536e-01,1.679519220152919379e-01
7.145796072484845718e-01,1.033798303217333264e-01
8.665173346915120423e-01,-1.206911937989745276e-01
8.030435633121816297e-01,1.050293429125399164e-02
7.962426217581788368e-01,-5.961361184059606189e-03
7.671066088174940401e-01,1.080099431654326370e-01
7.850134500553653805e-01,1.791935476137237332e-02
8.927153245912211599e-01,-1.462668277599565025e-01
7.701094003630801765e-01,3.175582477667800163e-02
8.601073223626445330e-01,-4.451436162055905088e-02
7.665816367452179536e-01,-8.198699619104320158e-03
7.677706792906990874e-01,-1.349171681010020996e-02
7.421159811048758659e-01,4.312880796719056886e-02
7.675641098427072873e-01,1.170650651847129353e-01
8.539817820200428233e-01,-3.385606627174947425e-02
7.884786480682531851e-01,-2.759550766697094204e-02
7.983533446801787115e-01,-5.371969705773184389e-02
7.636705606882621122e-01,6.162797320150817382e-02
8.264568981405667758e-01,-1.627799516483150605e-02
8.207256593719218785e-01,-2.246246838952178915e-03
7.980360699530725244e-01,1.434526878216343948e-02
8.714853815497600742e-01,-8.645130505333153970e-02
7.962899593357419814e-01,6.404592709237785786e-02
8.052029296414043857e-01,-1.135222174417147012e-01
8.123680619812609915e-01,-9.607848574748173442e-02
8.013844811712833582e-01,3.296891938836431224e-02
7.547355840868996690e-01,7.338676476352423705e-02
8.686490433842006809e-01,-1.016767418276243035e-01
8.690151242233122852e-01,-4.427589507141538316e-02
8.766640400277593281e-01,-1.209964733684085192e-01
8.036112274237294795e-01,1.895790670214657705e-02
7.484776987709318430e-01,1.244703231287028755e-01
7.691864442994953421e-01,8.405781547199428494e-02
8.555797925691206451e-01,-1.406131543857073174e-01
8.693512906192820688e-01,-1.274567799259435641e-01
7.960122617682053869e-01,4.660395809529180311e-02
7.770218616969479797e-01,6.054808913248210106e-02
7.971757398489762725e-01,3.957807182300338011e-02
7.736546307053249194e-01,-4.885914388255795104e-02
8.278828161075466596e-01,-2.562430968056714220e-02
7.476095958485980963e-01,7.407209231399655702e-02
7.543840093949449876e-01,2.856594955328577157e-02
8.304678998524545053e-01,-9.356112516915912614e-02
7.637850904228969950e-01,3.389393661811834768e-02
7.632214668983544614e-01,2.133176647330750630e-02
8.017365928473239034e-01,-1.726957831080351558e-02
9.117554052731495773e-01,-1.257239115702664112e-01
8.029842234209599861e-01,-3.578960997785309017e-02
7.957039879715933628e-01,2.352571755208997945e-02
7.682538187332422774e-01,3.093462064751192897e-02
7.527390620717376857e-01,3.966874807395773250e-02
7.587514612028823935e-01,8.885229721468113073e-02
7.793945876733943123e-01,6.210189482327539701e-02
7.725910896721636112e-01,3.024566953568016969e-02
8.370847101958598380e-01,-2.949526919829568994e-02
8.177583319520371763e-01,-5.589783176062344122e-02
7.853820402140075929e-01,-3.921989039273612865e-02
8.751090602236111238e-01,-6.997518836495056349e-02
7.865822735464401694e-01,2.564640312984185766e-02
7.802985228055645539e-01,2.289216152091859413e-02
7.468981483055182613e-01,7.883601931771182236e-02
8.195380128287944599e-01,-1.123816618020538061e-01
