3.103441483450709582e-01,-4.236693143810810191e-01,1.590047073180850257e-01
1.567432790059101633e+00,-2.818471660271073098e+00,2.474470880979651177e-02
-1.142359853498972511e+00,-7.928047279559184979e-01,1.827512706235720374e+00
1.031150995014940008e+00,1.012728207428480687e+00,-1.919976839767981502e+00
-1.929552804140524991e+00,-1.211645365055758816e+00,-1.063159166300312597e+00
1.063132555898484100e+00,5.483355485069351110e-01,3.487970827676232233e-01
6.742654296828956006e-01,1.411392394288207619e+00,-7.701007548415981230e-01
5.549805831102212483e-01,1.637042475130942698e+00,3.742610737998601778e-01
1.951425452750377376e+00,2.504039153559147746e-01,-1.464728384144375228e+00
7.492617483727799232e-01,2.771046283430210977e+00,2.180572706771041869e+00
-1.441233484293231948e+00,-1.418734628272108722e+00,7.079414358056392853e-01
-9.842465519291767606e-01,2.243426690188068839e+00,-2.732942074520896547e-01
-7.208337303391936235e-01,1.143902327115972284e+00,-1.296215247716009600e+00
-1.104515237321441523e+00,1.798204915964802142e+00,5.790681588450594663e-01
3.728932682804444454e-01,2.108640068343299312e+00,-6.223422584479376685e-01
-1.429924656042974584e+00,3.059014491075062736e-01,4.225215330521425727e-02
7.575164603282953379e-01,4.075362248180378621e-01,-1.360561165455248300e+00
1.007153610425354895e+00,-1.277762857157243470e+00,-4.557001111600869070e-01
2.075429227970151391e-01,-1.413626719915178631e-02,2.985452469153015542e+00
1.510017939802732245e+00,-2.107935032176948553e-01,-1.443922326472974138e+00
-1.227007432782565299e+00,-1.102259872140963992e+00,-4.483821611141841634e-01
-1.558820330941458110e+00,-7.698986961121491168e-01,9.758230835746406484e-02
1.762323682216415666e+00,-1.599272511061664126e+00,-4.482549056463649428e-01
1.116341597220324777e+00,2.442949265393856706e+00,-2.174790112195176484e+00
1.951425452750377376e+00,2.504039153559147746e-01,-1.464728384144375228e+00
8.194154397010084967e-01,1.425777579172363474e+00,2.653100339898534443e+00
7.185564918475445539e-01,8.472912496696676232e-01,-1.147141473323980421e+00
6.415082623257610805e-01,2.162959657131157343e+00,2.003277722867726762e+00
5.543431193476058283e-01,1.094162268145457695e+00,-1.635590990740242834e+00
-9.882360107920457049e-01,7.317124158039720605e-01,-2.546976504875321790e-01
1.975712773359327157e+00,-2.537756192985053616e+00,4.194016181471016402e-01
-1.896893433430181020e+00,1.237337945203448530e+00,-1.155681444676317060e+00
-1.477789036143219104e+00,2.719268913112133479e+00,-2.222105564084391638e+00
